x;y;size;color
712;311;15;NOIR
729;304;15;NOIR
720;324;15;NOIR
727;317;15;NOIR
704;309;15;NOIR
707;298;15;NOIR
717;317;15;NOIR
724;306;15;NOIR
697;315;15;NOIR
721;328;15;NOIR
713;335;15;NOIR
711;329;15;NOIR
731;323;15;NOIR
717;306;15;NOIR
730;317;15;NOIR
717;328;15;NOIR
709;330;15;NOIR
720;327;15;NOIR
697;307;15;NOIR
717;299;15;NOIR
722;300;15;NOIR
732;310;15;NOIR
730;311;15;NOIR
714;298;15;NOIR
696;316;15;NOIR
700;310;15;NOIR
726;318;15;NOIR
712;319;15;NOIR
731;312;15;NOIR
706;323;15;NOIR
699;307;15;NOIR
720;330;15;NOIR
702;314;15;NOIR
710;305;15;NOIR
702;308;15;NOIR
711;327;15;NOIR
710;302;15;NOIR
708;303;15;NOIR
706;333;15;NOIR
731;324;15;NOIR
729;311;15;NOIR
698;307;15;NOIR
719;323;15;NOIR
717;315;15;NOIR
698;324;15;NOIR
701;324;15;NOIR
724;319;15;NOIR
724;325;15;NOIR
704;332;15;NOIR
713;313;15;NOIR
721;305;15;NOIR
707;302;15;NOIR
695;321;15;NOIR
713;323;15;NOIR
715;302;15;NOIR
725;320;15;NOIR
724;331;15;NOIR
730;313;15;NOIR
701;330;15;NOIR
726;311;15;NOIR
722;303;15;NOIR
725;320;15;NOIR
727;303;15;NOIR
725;315;15;NOIR
703;313;15;NOIR
706;326;15;NOIR
701;321;15;NOIR
709;330;15;NOIR
719;298;15;NOIR
711;319;15;NOIR
706;305;15;NOIR
705;330;15;NOIR
720;332;15;NOIR
730;319;15;NOIR
717;310;15;NOIR
714;313;15;NOIR
727;326;15;NOIR
710;330;15;NOIR
724;317;15;NOIR
725;331;15;NOIR
727;303;15;NOIR
697;305;15;NOIR
724;325;15;NOIR
700;324;15;NOIR
706;300;15;NOIR
723;320;15;NOIR
700;322;15;NOIR
724;307;15;NOIR
705;319;15;NOIR
725;322;15;NOIR
709;311;15;NOIR
726;306;15;NOIR
708;302;15;NOIR
721;310;15;NOIR
717;320;15;NOIR
698;326;15;NOIR
702;303;15;NOIR
722;326;15;NOIR
720;331;15;NOIR
719;334;15;NOIR
700;308;15;NOIR
711;307;15;NOIR
704;330;15;NOIR
707;319;15;NOIR
724;309;15;NOIR
712;307;15;NOIR
700;324;15;NOIR
719;334;15;NOIR
731;314;15;NOIR
706;303;15;NOIR
713;305;15;NOIR
707;308;15;NOIR
696;325;15;NOIR
707;316;15;NOIR
706;318;15;NOIR
716;313;15;NOIR
722;311;15;NOIR
710;325;15;NOIR
727;318;15;NOIR
720;310;15;NOIR
717;315;15;NOIR
717;309;15;NOIR
725;332;15;NOIR
705;320;15;NOIR
719;318;15;NOIR
712;325;15;NOIR
727;317;15;NOIR
708;312;15;NOIR
723;309;15;NOIR
707;300;15;NOIR
703;318;15;NOIR
719;302;15;NOIR
720;317;15;NOIR
709;329;15;NOIR
722;320;15;NOIR
710;322;15;NOIR
715;320;15;NOIR
708;301;15;NOIR
716;314;15;NOIR
707;316;15;NOIR
704;315;15;NOIR
729;317;15;NOIR
726;330;15;NOIR
702;310;15;NOIR
717;299;15;NOIR
714;297;15;NOIR
719;335;15;NOIR
716;317;15;NOIR
720;298;15;NOIR
724;311;15;NOIR
699;316;15;NOIR
730;311;15;NOIR
719;327;15;NOIR
713;329;15;NOIR
716;331;15;NOIR
717;319;15;NOIR
712;330;15;NOIR
696;312;15;NOIR
717;300;15;NOIR
711;312;15;NOIR
725;329;15;NOIR
714;311;15;NOIR
708;322;15;NOIR
721;306;15;NOIR
717;334;15;NOIR
712;335;15;NOIR
702;312;15;NOIR
725;315;15;NOIR
731;319;15;NOIR
724;305;15;NOIR
720;313;15;NOIR
718;311;15;NOIR
696;317;15;NOIR
709;310;15;NOIR
698;323;15;NOIR
730;318;15;NOIR
722;297;15;NOIR
711;320;15;NOIR
703;321;15;NOIR
728;303;15;NOIR
718;307;15;NOIR
696;308;15;NOIR
701;313;15;NOIR
729;316;15;NOIR
722;314;15;NOIR
720;322;15;NOIR
705;320;15;NOIR
721;328;15;NOIR
721;319;15;NOIR
711;309;15;NOIR
711;305;15;NOIR
711;311;15;NOIR
708;321;15;NOIR
705;306;15;NOIR
697;324;15;NOIR
722;303;15;NOIR
726;322;15;NOIR
697;321;15;NOIR
716;316;15;NOIR
713;322;15;NOIR
706;319;15;NOIR
694;318;15;NOIR
723;318;15;NOIR
730;310;15;NOIR
706;297;15;NOIR
702;313;15;NOIR
714;305;15;NOIR
729;326;15;NOIR
718;324;15;NOIR
716;299;15;NOIR
694;321;15;NOIR
718;313;15;NOIR
719;306;15;NOIR
715;304;15;NOIR
714;301;15;NOIR
711;302;15;NOIR
714;305;15;NOIR
719;310;15;NOIR
713;307;15;NOIR
725;326;15;NOIR
694;329;15;NOIR
696;312;15;NOIR
721;324;15;NOIR
713;329;15;NOIR
720;324;15;NOIR
697;327;15;NOIR
696;330;15;NOIR
697;309;15;NOIR
715;323;15;NOIR
703;312;15;NOIR
720;328;15;NOIR
700;314;15;NOIR
721;319;15;NOIR
704;313;15;NOIR
706;335;15;NOIR
697;327;15;NOIR
706;329;15;NOIR
691;317;15;NOIR
707;302;15;NOIR
698;340;15;NOIR
695;316;15;NOIR
716;313;15;NOIR
704;303;15;NOIR
696;312;15;NOIR
716;310;15;NOIR
685;316;15;NOIR
696;326;15;NOIR
686;318;15;NOIR
718;332;15;NOIR
694;326;15;NOIR
710;303;15;NOIR
705;302;15;NOIR
701;314;15;NOIR
704;303;15;NOIR
709;321;15;NOIR
705;327;15;NOIR
698;312;15;NOIR
705;338;15;NOIR
700;311;15;NOIR
687;310;15;NOIR
713;319;15;NOIR
687;321;15;NOIR
698;334;15;NOIR
721;313;15;NOIR
698;302;15;NOIR
704;304;15;NOIR
720;329;15;NOIR
695;334;15;NOIR
689;328;15;NOIR
703;307;15;NOIR
700;302;15;NOIR
704;321;15;NOIR
717;324;15;NOIR
718;327;15;NOIR
710;332;15;NOIR
687;312;15;NOIR
705;321;15;NOIR
706;315;15;NOIR
711;309;15;NOIR
719;317;15;NOIR
703;330;15;NOIR
690;333;15;NOIR
695;327;15;NOIR
700;333;15;NOIR
709;336;15;NOIR
707;338;15;NOIR
708;339;15;NOIR
687;326;15;NOIR
699;331;15;NOIR
712;316;15;NOIR
688;329;15;NOIR
686;314;15;NOIR
700;333;15;NOIR
696;327;15;NOIR
695;314;15;NOIR
716;329;15;NOIR
717;333;15;NOIR
705;341;15;NOIR
703;303;15;NOIR
700;305;15;NOIR
649;332;15;NOIR
626;347;15;NOIR
622;329;15;NOIR
644;355;15;NOIR
644;330;15;NOIR
648;328;15;NOIR
643;347;15;NOIR
618;347;15;NOIR
650;349;15;NOIR
626;350;15;NOIR
627;330;15;NOIR
643;359;15;NOIR
631;330;15;NOIR
629;349;15;NOIR
633;359;15;NOIR
629;350;15;NOIR
645;343;15;NOIR
643;354;15;NOIR
624;357;15;NOIR
649;329;15;NOIR
647;355;15;NOIR
633;354;15;NOIR
619;331;15;NOIR
631;331;15;NOIR
628;329;15;NOIR
654;336;15;NOIR
637;353;15;NOIR
644;335;15;NOIR
633;349;15;NOIR
647;333;15;NOIR
641;341;15;NOIR
648;344;15;NOIR
635;356;15;NOIR
622;345;15;NOIR
648;354;15;NOIR
651;342;15;NOIR
628;334;15;NOIR
646;332;15;NOIR
618;339;15;NOIR
637;359;15;NOIR
640;360;15;NOIR
647;357;15;NOIR
642;336;15;NOIR
637;349;15;NOIR
622;344;15;NOIR
650;342;15;NOIR
632;331;15;NOIR
652;352;15;NOIR
650;336;15;NOIR
638;329;15;NOIR
628;323;15;NOIR
624;330;15;NOIR
634;323;15;NOIR
639;356;15;NOIR
629;325;15;NOIR
622;342;15;NOIR
647;352;15;NOIR
643;339;15;NOIR
647;354;15;NOIR
651;351;15;NOIR
645;340;15;NOIR
642;332;15;NOIR
626;356;15;NOIR
634;342;15;NOIR
653;347;15;NOIR
632;339;15;NOIR
632;339;15;NOIR
632;345;15;NOIR
646;351;15;NOIR
632;324;15;NOIR
640;348;15;NOIR
630;337;15;NOIR
618;347;15;NOIR
627;359;15;NOIR
649;345;15;NOIR
622;334;15;NOIR
644;349;15;NOIR
643;359;15;NOIR
622;334;15;NOIR
640;342;15;NOIR
694;351;15;NOIR
691;329;15;NOIR
670;348;15;NOIR
674;330;15;NOIR
694;323;15;NOIR
686;341;15;NOIR
682;358;15;NOIR
686;358;15;NOIR
696;327;15;NOIR
702;350;15;NOIR
692;356;15;NOIR
703;342;15;NOIR
671;329;15;NOIR
690;351;15;NOIR
685;344;15;NOIR
693;322;15;NOIR
693;357;15;NOIR
676;339;15;NOIR
682;343;15;NOIR
680;321;15;NOIR
699;333;15;NOIR
689;343;15;NOIR
672;332;15;NOIR
679;323;15;NOIR
680;338;15;NOIR
686;350;15;NOIR
682;347;15;NOIR
678;334;15;NOIR
703;340;15;NOIR
679;353;15;NOIR
695;326;15;NOIR
682;358;15;NOIR
696;328;15;NOIR
693;323;15;NOIR
694;323;15;NOIR
679;322;15;NOIR
697;339;15;NOIR
699;324;15;NOIR
680;355;15;NOIR
690;322;15;NOIR
687;355;15;NOIR
679;343;15;NOIR
676;323;15;NOIR
699;348;15;NOIR
694;340;15;NOIR
695;330;15;NOIR
672;336;15;NOIR
673;334;15;NOIR
704;340;15;NOIR
693;348;15;NOIR
701;333;15;NOIR
692;342;15;NOIR
702;336;15;NOIR
698;352;15;NOIR
694;322;15;NOIR
691;335;15;NOIR
695;354;15;NOIR
685;342;15;NOIR
704;348;15;NOIR
698;345;15;NOIR
703;346;15;NOIR
670;330;15;NOIR
694;333;15;NOIR
701;343;15;NOIR
689;355;15;NOIR
681;335;15;NOIR
679;345;15;NOIR
697;331;15;NOIR
675;355;15;NOIR
681;337;15;NOIR
681;355;15;NOIR
701;350;15;NOIR
690;331;15;NOIR
697;334;15;NOIR
696;328;15;NOIR
686;354;15;NOIR
683;323;15;NOIR
679;346;15;NOIR
691;326;15;NOIR
687;339;15;NOIR
684;327;15;NOIR
670;333;15;NOIR
687;355;15;NOIR
686;335;15;NOIR
688;341;15;NOIR
689;348;15;NOIR
687;327;15;NOIR
673;330;15;NOIR
686;345;15;NOIR
670;354;15;NOIR
673;323;15;NOIR
680;347;15;NOIR
677;346;15;NOIR
686;331;15;NOIR
675;343;15;NOIR
688;344;15;NOIR
682;337;15;NOIR
670;324;15;NOIR
678;357;15;NOIR
687;339;15;NOIR
668;331;15;NOIR
701;343;15;NOIR
680;338;15;NOIR
675;331;15;NOIR
673;341;15;NOIR
673;331;15;NOIR
675;334;15;NOIR
674;327;15;NOIR
675;339;15;NOIR
691;356;15;NOIR
673;333;15;NOIR
689;334;15;NOIR
667;345;15;NOIR
667;336;15;NOIR
671;343;15;NOIR
681;332;15;NOIR
691;333;15;NOIR
697;329;15;NOIR
684;320;15;NOIR
687;347;15;NOIR
679;322;15;NOIR
675;322;15;NOIR
666;344;15;NOIR
666;332;15;NOIR
676;336;15;NOIR
683;359;15;NOIR
680;348;15;NOIR
688;349;15;NOIR
663;342;15;NOIR
690;353;15;NOIR
672;336;15;NOIR
672;344;15;NOIR
686;320;15;NOIR
687;341;15;NOIR
675;328;15;NOIR
693;350;15;NOIR
670;348;15;NOIR
687;347;15;NOIR
679;357;15;NOIR
686;341;15;NOIR
694;347;15;NOIR
664;340;15;NOIR
664;339;15;NOIR
690;352;15;NOIR
673;336;15;NOIR
685;357;15;NOIR
671;332;15;NOIR
689;339;15;NOIR
664;346;15;NOIR
689;338;15;NOIR
675;343;15;NOIR
671;344;15;NOIR
677;331;15;NOIR
667;351;15;NOIR
695;351;15;NOIR
671;347;15;NOIR
679;332;15;NOIR
676;353;15;NOIR
678;329;15;NOIR
683;327;15;NOIR
689;337;15;NOIR
689;339;15;NOIR
686;340;15;NOIR
671;334;15;NOIR
694;342;15;NOIR
660;342;15;NOIR
664;355;15;NOIR
663;353;15;NOIR
677;335;15;NOIR
680;329;15;NOIR
677;345;15;NOIR
672;344;15;NOIR
673;346;15;NOIR
676;328;15;NOIR
664;344;15;NOIR
682;324;15;NOIR
684;330;15;NOIR
670;325;15;NOIR
675;348;15;NOIR
660;346;15;NOIR
676;338;15;NOIR
666;353;15;NOIR
659;339;15;NOIR
668;323;15;NOIR
669;353;15;NOIR
664;349;15;NOIR
681;323;15;NOIR
669;344;15;NOIR
672;358;15;NOIR
692;337;15;NOIR
670;355;15;NOIR
674;345;15;NOIR
668;344;15;NOIR
692;344;15;NOIR
685;328;15;NOIR
667;327;15;NOIR
683;346;15;NOIR
667;348;15;NOIR
678;324;15;NOIR
674;356;15;NOIR
678;344;15;NOIR
679;323;15;NOIR
662;340;15;NOIR
689;332;15;NOIR
680;350;15;NOIR
671;333;15;NOIR
664;329;15;NOIR
660;337;15;NOIR
659;339;15;NOIR
666;340;15;NOIR
671;325;15;NOIR
690;353;15;NOIR
675;342;15;NOIR
691;335;15;NOIR
678;323;15;NOIR
682;343;15;NOIR
672;349;15;NOIR
688;336;15;NOIR
680;341;15;NOIR
672;326;15;NOIR
675;332;15;NOIR
660;330;15;NOIR
664;353;15;NOIR
694;336;15;NOIR
673;345;15;NOIR
676;347;15;NOIR
678;346;15;NOIR
684;351;15;NOIR
677;340;15;NOIR
665;329;15;NOIR
693;347;15;NOIR
656;344;15;NOIR
687;339;15;NOIR
677;357;15;NOIR
665;358;15;NOIR
662;350;15;NOIR
664;339;15;NOIR
665;342;15;NOIR
677;332;15;NOIR
664;329;15;NOIR
684;356;15;NOIR
671;358;15;NOIR
657;332;15;NOIR
690;341;15;NOIR
681;330;15;NOIR
667;323;15;NOIR
690;329;15;NOIR
688;337;15;NOIR
692;340;15;NOIR
681;342;15;NOIR
659;336;15;NOIR
662;346;15;NOIR
675;355;15;NOIR
663;350;15;NOIR
656;335;15;NOIR
675;321;15;NOIR
664;353;15;NOIR
673;324;15;NOIR
662;348;15;NOIR
684;333;15;NOIR
669;325;15;NOIR
684;356;15;NOIR
686;343;15;NOIR
689;341;15;NOIR
690;329;15;NOIR
676;324;15;NOIR
674;343;15;NOIR
681;350;15;NOIR
659;328;15;NOIR
675;358;15;NOIR
657;335;15;NOIR
687;341;15;NOIR
682;337;15;NOIR
674;350;15;NOIR
685;333;15;NOIR
670;339;15;NOIR
676;343;15;NOIR
681;341;15;NOIR
658;335;15;NOIR
679;344;15;NOIR
673;353;15;NOIR
680;330;15;NOIR
678;336;15;NOIR
670;322;15;NOIR
689;351;15;NOIR
676;334;15;NOIR
688;331;15;NOIR
678;338;15;NOIR
689;350;15;NOIR
671;331;15;NOIR
669;353;15;NOIR
685;354;15;NOIR
693;336;15;NOIR
686;329;15;NOIR
689;341;15;NOIR
671;343;15;NOIR
675;341;15;NOIR
663;351;15;NOIR
694;337;15;NOIR
686;326;15;NOIR
659;336;15;NOIR
675;332;15;NOIR
658;346;15;NOIR
685;330;15;NOIR
666;335;15;NOIR
661;333;15;NOIR
688;351;15;NOIR
687;328;15;NOIR
668;332;15;NOIR
682;346;15;NOIR
680;330;15;NOIR
681;356;15;NOIR
679;341;15;NOIR
661;338;15;NOIR
677;360;15;NOIR
682;354;15;NOIR
691;338;15;NOIR
681;332;15;NOIR
676;355;15;NOIR
669;353;15;NOIR
627;339;15;NOIR
620;360;15;NOIR
608;362;15;NOIR
607;363;15;NOIR
614;353;15;NOIR
608;355;15;NOIR
614;343;15;NOIR
619;340;15;NOIR
594;345;15;NOIR
620;331;15;NOIR
604;352;15;NOIR
594;335;15;NOIR
625;350;15;NOIR
607;328;15;NOIR
600;350;15;NOIR
610;345;15;NOIR
607;328;15;NOIR
616;349;15;NOIR
590;346;15;NOIR
613;337;15;NOIR
599;350;15;NOIR
615;360;15;NOIR
601;359;15;NOIR
619;354;15;NOIR
599;352;15;NOIR
592;340;15;NOIR
608;355;15;NOIR
616;339;15;NOIR
623;346;15;NOIR
625;353;15;NOIR
599;329;15;NOIR
619;348;15;NOIR
603;340;15;NOIR
616;330;15;NOIR
618;344;15;NOIR
609;328;15;NOIR
596;342;15;NOIR
611;327;15;NOIR
623;342;15;NOIR
600;329;15;NOIR
590;354;15;NOIR
606;338;15;NOIR
611;338;15;NOIR
606;342;15;NOIR
614;329;15;NOIR
609;338;15;NOIR
593;339;15;NOIR
618;335;15;NOIR
605;358;15;NOIR
604;335;15;NOIR
608;337;15;NOIR
593;336;15;NOIR
607;343;15;NOIR
616;350;15;NOIR
590;350;15;NOIR
614;339;15;NOIR
610;354;15;NOIR
624;341;15;NOIR
626;350;15;NOIR
620;347;15;NOIR
607;328;15;NOIR
601;363;15;NOIR
607;359;15;NOIR
597;362;15;NOIR
605;356;15;NOIR
593;358;15;NOIR
606;347;15;NOIR
597;346;15;NOIR
612;356;15;NOIR
610;351;15;NOIR
604;365;15;NOIR
622;359;15;NOIR
605;343;15;NOIR
604;350;15;NOIR
612;356;15;NOIR
598;359;15;NOIR
617;341;15;NOIR
599;361;15;NOIR
622;352;15;NOIR
600;342;15;NOIR
568;349;15;NOIR
595;350;15;NOIR
599;337;15;NOIR
570;354;15;NOIR
581;336;15;NOIR
585;360;15;NOIR
575;362;15;NOIR
602;340;15;NOIR
572;345;15;NOIR
584;337;15;NOIR
597;358;15;NOIR
588;360;15;NOIR
587;328;15;NOIR
599;334;15;NOIR
603;353;15;NOIR
587;366;15;NOIR
599;353;15;NOIR
601;354;15;NOIR
584;359;15;NOIR
593;364;15;NOIR
567;350;15;NOIR
598;331;15;NOIR
584;342;15;NOIR
577;353;15;NOIR
585;339;15;NOIR
582;330;15;NOIR
599;362;15;NOIR
601;333;15;NOIR
587;356;15;NOIR
589;349;15;NOIR
602;346;15;NOIR
593;351;15;NOIR
604;343;15;NOIR
593;332;15;NOIR
596;329;15;NOIR
592;330;15;NOIR
590;363;15;NOIR
598;341;15;NOIR
574;343;15;NOIR
570;337;15;NOIR
582;347;15;NOIR
579;355;15;NOIR
587;358;15;NOIR
585;336;15;NOIR
574;357;15;NOIR
571;338;15;NOIR
578;332;15;NOIR
592;355;15;NOIR
581;351;15;NOIR
583;354;15;NOIR
589;351;15;NOIR
596;329;15;NOIR
568;343;15;NOIR
577;353;15;NOIR
588;364;15;NOIR
591;356;15;NOIR
595;355;15;NOIR
594;357;15;NOIR
600;335;15;NOIR
593;356;15;NOIR
571;337;15;NOIR
589;336;15;NOIR
595;353;15;NOIR
594;341;15;NOIR
595;336;15;NOIR
585;339;15;NOIR
579;329;15;NOIR
582;353;15;NOIR
588;331;15;NOIR
586;338;15;NOIR
583;327;15;NOIR
600;340;15;NOIR
596;356;15;NOIR
575;349;15;NOIR
582;358;15;NOIR
570;355;15;NOIR
580;343;15;NOIR
578;350;15;NOIR
590;356;15;NOIR
586;364;15;NOIR
561;351;15;NOIR
558;333;15;NOIR
554;348;15;NOIR
557;346;15;NOIR
576;349;15;NOIR
578;344;15;NOIR
556;347;15;NOIR
563;353;15;NOIR
568;356;15;NOIR
549;340;15;NOIR
557;340;15;NOIR
550;348;15;NOIR
564;356;15;NOIR
581;344;15;NOIR
571;355;15;NOIR
576;343;15;NOIR
562;368;15;NOIR
575;341;15;NOIR
575;352;15;NOIR
573;362;15;NOIR
567;346;15;NOIR
545;356;15;NOIR
548;359;15;NOIR
557;352;15;NOIR
558;363;15;NOIR
569;342;15;NOIR
567;367;15;NOIR
555;338;15;NOIR
552;337;15;NOIR
549;336;15;NOIR
574;338;15;NOIR
548;345;15;NOIR
561;352;15;NOIR
568;349;15;NOIR
577;340;15;NOIR
558;331;15;NOIR
550;363;15;NOIR
563;366;15;NOIR
570;363;15;NOIR
547;347;15;NOIR
567;355;15;NOIR
568;348;15;NOIR
571;332;15;NOIR
559;347;15;NOIR
559;349;15;NOIR
582;347;15;NOIR
558;360;15;NOIR
572;345;15;NOIR
570;339;15;NOIR
577;344;15;NOIR
552;339;15;NOIR
574;352;15;NOIR
547;354;15;NOIR
551;338;15;NOIR
577;356;15;NOIR
570;339;15;NOIR
557;341;15;NOIR
554;336;15;NOIR
561;330;15;NOIR
555;365;15;NOIR
561;351;15;NOIR
571;367;15;NOIR
559;331;15;NOIR
549;341;15;NOIR
568;349;15;NOIR
559;332;15;NOIR
549;339;15;NOIR
545;353;15;NOIR
575;347;15;NOIR
553;362;15;NOIR
574;360;15;NOIR
566;358;15;NOIR
570;355;15;NOIR
580;355;15;NOIR
565;331;15;NOIR
557;346;15;NOIR
562;341;15;NOIR
559;330;15;NOIR
560;369;15;NOIR
553;347;15;NOIR
546;366;15;NOIR
555;364;15;NOIR
528;344;15;NOIR
531;366;15;NOIR
549;358;15;NOIR
541;347;15;NOIR
533;348;15;NOIR
527;360;15;NOIR
525;355;15;NOIR
539;367;15;NOIR
554;357;15;NOIR
535;336;15;NOIR
540;333;15;NOIR
540;340;15;NOIR
530;347;15;NOIR
536;353;15;NOIR
560;352;15;NOIR
537;341;15;NOIR
528;341;15;NOIR
540;346;15;NOIR
531;338;15;NOIR
536;366;15;NOIR
529;355;15;NOIR
554;365;15;NOIR
533;339;15;NOIR
533;352;15;NOIR
554;359;15;NOIR
549;364;15;NOIR
527;343;15;NOIR
531;366;15;NOIR
539;339;15;NOIR
540;334;15;NOIR
539;333;15;NOIR
525;360;15;NOIR
526;340;15;NOIR
539;349;15;NOIR
542;344;15;NOIR
539;367;15;NOIR
540;335;15;NOIR
528;360;15;NOIR
541;364;15;NOIR
534;334;15;NOIR
543;353;15;NOIR
538;359;15;NOIR
530;338;15;NOIR
529;344;15;NOIR
546;342;15;NOIR
538;361;15;NOIR
533;367;15;NOIR
561;350;15;NOIR
531;336;15;NOIR
535;369;15;NOIR
553;351;15;NOIR
546;350;15;NOIR
546;335;15;NOIR
553;338;15;NOIR
550;365;15;NOIR
530;363;15;NOIR
537;370;15;NOIR
530;339;15;NOIR
527;343;15;NOIR
538;345;15;NOIR
560;344;15;NOIR
545;361;15;NOIR
538;345;15;NOIR
526;361;15;NOIR
554;346;15;NOIR
546;351;15;NOIR
540;358;15;NOIR
533;353;15;NOIR
541;339;15;NOIR
556;361;15;NOIR
526;359;15;NOIR
533;348;15;NOIR
534;368;15;NOIR
538;370;15;NOIR
529;364;15;NOIR
524;349;15;NOIR
548;367;15;NOIR
530;358;15;NOIR
525;368;15;NOIR
514;355;15;NOIR
514;365;15;NOIR
547;354;15;NOIR
512;348;15;NOIR
514;351;15;NOIR
548;353;15;NOIR
523;336;15;NOIR
528;334;15;NOIR
533;359;15;NOIR
535;355;15;NOIR
529;351;15;NOIR
539;344;15;NOIR
543;365;15;NOIR
517;340;15;NOIR
536;356;15;NOIR
520;344;15;NOIR
512;346;15;NOIR
540;354;15;NOIR
519;364;15;NOIR
536;336;15;NOIR
529;341;15;NOIR
542;338;15;NOIR
543;344;15;NOIR
527;370;15;NOIR
523;348;15;NOIR
513;363;15;NOIR
531;343;15;NOIR
521;346;15;NOIR
516;347;15;NOIR
535;348;15;NOIR
535;338;15;NOIR
530;349;15;NOIR
526;351;15;NOIR
533;351;15;NOIR
538;346;15;NOIR
545;366;15;NOIR
513;348;15;NOIR
542;368;15;NOIR
534;354;15;NOIR
537;357;15;NOIR
527;341;15;NOIR
542;361;15;NOIR
539;357;15;NOIR
548;354;15;NOIR
532;344;15;NOIR
529;350;15;NOIR
531;368;15;NOIR
548;355;15;NOIR
518;342;15;NOIR
525;343;15;NOIR
549;351;15;NOIR
526;348;15;NOIR
536;353;15;NOIR
522;335;15;NOIR
514;351;15;NOIR
531;339;15;NOIR
545;354;15;NOIR
520;340;15;NOIR
510;350;15;NOIR
534;370;15;NOIR
543;358;15;NOIR
520;351;15;NOIR
528;340;15;NOIR
529;372;15;NOIR
518;338;15;NOIR
541;357;15;NOIR
523;363;15;NOIR
544;354;15;NOIR
538;354;15;NOIR
531;352;15;NOIR
530;360;15;NOIR
524;344;15;NOIR
535;362;15;NOIR
529;350;15;NOIR
547;349;15;NOIR
542;356;15;NOIR
526;345;15;NOIR
528;351;15;NOIR
524;351;15;NOIR
737;290;15;NOIR
732;300;15;NOIR
753;298;15;NOIR
744;308;15;NOIR
736;300;15;NOIR
737;289;15;NOIR
736;297;15;NOIR
745;298;15;NOIR
730;293;15;NOIR
730;307;15;NOIR
731;292;15;NOIR
747;310;15;NOIR
756;294;15;NOIR
753;295;15;NOIR
726;298;15;NOIR
729;316;15;NOIR
755;314;15;NOIR
748;320;15;NOIR
736;315;15;NOIR
744;318;15;NOIR
739;301;15;NOIR
737;296;15;NOIR
742;313;15;NOIR
726;311;15;NOIR
741;291;15;NOIR
746;312;15;NOIR
731;309;15;NOIR
726;301;15;NOIR
734;313;15;NOIR
728;295;15;NOIR
742;312;15;NOIR
721;302;15;NOIR
733;295;15;NOIR
740;314;15;NOIR
730;292;15;NOIR
742;292;15;NOIR
726;293;15;NOIR
747;294;15;NOIR
749;301;15;NOIR
738;307;15;NOIR
737;304;15;NOIR
748;308;15;NOIR
744;317;15;NOIR
742;291;15;NOIR
732;313;15;NOIR
735;303;15;NOIR
727;315;15;NOIR
723;305;15;NOIR
755;299;15;NOIR
732;312;15;NOIR
729;320;15;NOIR
741;313;15;NOIR
741;295;15;NOIR
735;294;15;NOIR
747;299;15;NOIR
757;306;15;NOIR
729;313;15;NOIR
734;311;15;NOIR
733;304;15;NOIR
746;291;15;NOIR
755;300;15;NOIR
744;287;15;NOIR
733;302;15;NOIR
740;286;15;NOIR
756;300;15;NOIR
746;321;15;NOIR
722;303;15;NOIR
736;312;15;NOIR
726;307;15;NOIR
743;292;15;NOIR
757;312;15;NOIR
744;314;15;NOIR
743;290;15;NOIR
744;303;15;NOIR
722;309;15;NOIR
737;323;15;NOIR
758;305;15;NOIR
734;320;15;NOIR
723;310;15;NOIR
733;318;15;NOIR
745;342;15;NOIR
758;319;15;NOIR
744;305;15;NOIR
742;336;15;NOIR
734;312;15;NOIR
728;328;15;NOIR
745;303;15;NOIR
750;326;15;NOIR
748;312;15;NOIR
734;329;15;NOIR
728;314;15;NOIR
740;326;15;NOIR
744;334;15;NOIR
736;334;15;NOIR
735;306;15;NOIR
739;323;15;NOIR
751;317;15;NOIR
741;308;15;NOIR
763;329;15;NOIR
748;325;15;NOIR
741;340;15;NOIR
749;340;15;NOIR
760;325;15;NOIR
756;321;15;NOIR
741;333;15;NOIR
760;335;15;NOIR
757;332;15;NOIR
740;340;15;NOIR
738;309;15;NOIR
748;320;15;NOIR
733;326;15;NOIR
739;322;15;NOIR
741;339;15;NOIR
733;317;15;NOIR
756;310;15;NOIR
733;324;15;NOIR
733;335;15;NOIR
747;314;15;NOIR
728;321;15;NOIR
738;338;15;NOIR
754;326;15;NOIR
762;330;15;NOIR
747;334;15;NOIR
730;324;15;NOIR
765;321;15;NOIR
760;325;15;NOIR
745;308;15;NOIR
745;312;15;NOIR
736;317;15;NOIR
735;319;15;NOIR
742;304;15;NOIR
740;304;15;NOIR
753;327;15;NOIR
757;309;15;NOIR
737;331;15;NOIR
755;324;15;NOIR
739;341;15;NOIR
751;306;15;NOIR
761;334;15;NOIR
763;323;15;NOIR
746;306;15;NOIR
729;314;15;NOIR
728;329;15;NOIR
742;339;15;NOIR
737;312;15;NOIR
741;326;15;NOIR
745;338;15;NOIR
749;341;15;NOIR
747;308;15;NOIR
727;327;15;NOIR
742;312;15;NOIR
736;328;15;NOIR
743;306;15;NOIR
731;321;15;NOIR
751;314;15;NOIR
756;338;15;NOIR
742;318;15;NOIR
739;325;15;NOIR
733;316;15;NOIR
758;314;15;NOIR
740;330;15;NOIR
731;336;15;NOIR
731;324;15;NOIR
755;306;15;NOIR
739;312;15;NOIR
751;332;15;NOIR
730;325;15;NOIR
728;327;15;NOIR
744;310;15;NOIR
732;312;15;NOIR
734;318;15;NOIR
731;320;15;NOIR
